uniques,count,timestamp,day,mo,yr,collection_timestamp
12,35,2020-03-02T00:00:00Z,02,03,2020,2020-03-16 10:23:11.453197
86,338,2020-03-03T00:00:00Z,03,03,2020,2020-03-16 10:23:11.453197
99,384,2020-03-04T00:00:00Z,04,03,2020,2020-03-16 10:23:11.453197
87,268,2020-03-05T00:00:00Z,05,03,2020,2020-03-16 10:23:11.453197
88,254,2020-03-06T00:00:00Z,06,03,2020,2020-03-16 10:23:11.453197
44,152,2020-03-07T00:00:00Z,07,03,2020,2020-03-16 10:23:11.453197
38,109,2020-03-08T00:00:00Z,08,03,2020,2020-03-16 10:23:11.453197
84,253,2020-03-09T00:00:00Z,09,03,2020,2020-03-16 10:23:11.453197
79,246,2020-03-10T00:00:00Z,10,03,2020,2020-03-16 10:23:11.453197
64,140,2020-03-11T00:00:00Z,11,03,2020,2020-03-16 10:23:11.453197
79,329,2020-03-12T00:00:00Z,12,03,2020,2020-03-16 10:23:11.453197
68,166,2020-03-13T00:00:00Z,13,03,2020,2020-03-16 10:23:11.453197
32,93,2020-03-14T00:00:00Z,14,03,2020,2020-03-16 10:23:11.453197
25,70,2020-03-15T00:00:00Z,15,03,2020,2020-03-16 10:23:11.453197
69,153,2020-03-16T00:00:00Z,16,03,2020,2020-03-16 10:23:11.453197
