uniques,count,timestamp,day,mo,yr,collection_timestamp
1,1,2020-04-06T00:00:00Z,06,04,2020,2020-04-20 08:50:34.090650
8,10,2020-04-07T00:00:00Z,07,04,2020,2020-04-20 08:50:34.090650
14,14,2020-04-08T00:00:00Z,08,04,2020,2020-04-20 08:50:34.090650
11,14,2020-04-09T00:00:00Z,09,04,2020,2020-04-20 08:50:34.090650
13,17,2020-04-10T00:00:00Z,10,04,2020,2020-04-20 08:50:34.090650
10,13,2020-04-11T00:00:00Z,11,04,2020,2020-04-20 08:50:34.090650
7,8,2020-04-12T00:00:00Z,12,04,2020,2020-04-20 08:50:34.090650
11,15,2020-04-13T00:00:00Z,13,04,2020,2020-04-20 08:50:34.090650
9,12,2020-04-14T00:00:00Z,14,04,2020,2020-04-20 08:50:34.090650
15,22,2020-04-15T00:00:00Z,15,04,2020,2020-04-20 08:50:34.090650
10,13,2020-04-16T00:00:00Z,16,04,2020,2020-04-20 08:50:34.090650
8,11,2020-04-17T00:00:00Z,17,04,2020,2020-04-20 08:50:34.090650
11,16,2020-04-18T00:00:00Z,18,04,2020,2020-04-20 08:50:34.090650
17,23,2020-04-19T00:00:00Z,19,04,2020,2020-04-20 08:50:34.090650
5,5,2020-04-20T00:00:00Z,20,04,2020,2020-04-20 08:50:34.090650
