uniques,count,timestamp,day,mo,yr,collection_timestamp
25,100,2020-02-24T00:00:00Z,24,02,2020,2020-03-09 09:10:44.843375
81,270,2020-02-25T00:00:00Z,25,02,2020,2020-03-09 09:10:44.843375
86,257,2020-02-26T00:00:00Z,26,02,2020,2020-03-09 09:10:44.843375
86,284,2020-02-27T00:00:00Z,27,02,2020,2020-03-09 09:10:44.843375
62,165,2020-02-28T00:00:00Z,28,02,2020,2020-03-09 09:10:44.843375
47,125,2020-02-29T00:00:00Z,29,02,2020,2020-03-09 09:10:44.843375
44,120,2020-03-01T00:00:00Z,01,03,2020,2020-03-09 09:10:44.843375
72,218,2020-03-02T00:00:00Z,02,03,2020,2020-03-09 09:10:44.843375
86,338,2020-03-03T00:00:00Z,03,03,2020,2020-03-09 09:10:44.843375
99,384,2020-03-04T00:00:00Z,04,03,2020,2020-03-09 09:10:44.843375
87,268,2020-03-05T00:00:00Z,05,03,2020,2020-03-09 09:10:44.843375
88,254,2020-03-06T00:00:00Z,06,03,2020,2020-03-09 09:10:44.843375
44,152,2020-03-07T00:00:00Z,07,03,2020,2020-03-09 09:10:44.843375
38,109,2020-03-08T00:00:00Z,08,03,2020,2020-03-09 09:10:44.843375
65,178,2020-03-09T00:00:00Z,09,03,2020,2020-03-09 09:10:44.843375
