uniques,count,timestamp,day,mo,yr,collection_timestamp
13,16,2020-04-21T00:00:00Z,21,04,2020,2020-05-04 10:41:39.656087
18,18,2020-04-22T00:00:00Z,22,04,2020,2020-05-04 10:41:39.656087
13,17,2020-04-23T00:00:00Z,23,04,2020,2020-05-04 10:41:39.656087
17,27,2020-04-24T00:00:00Z,24,04,2020,2020-05-04 10:41:39.656087
13,19,2020-04-25T00:00:00Z,25,04,2020,2020-05-04 10:41:39.656087
10,13,2020-04-26T00:00:00Z,26,04,2020,2020-05-04 10:41:39.656087
9,9,2020-04-27T00:00:00Z,27,04,2020,2020-05-04 10:41:39.656087
11,11,2020-04-28T00:00:00Z,28,04,2020,2020-05-04 10:41:39.656087
18,24,2020-04-29T00:00:00Z,29,04,2020,2020-05-04 10:41:39.656087
10,14,2020-04-30T00:00:00Z,30,04,2020,2020-05-04 10:41:39.656087
3,4,2020-05-01T00:00:00Z,01,05,2020,2020-05-04 10:41:39.656087
9,16,2020-05-02T00:00:00Z,02,05,2020,2020-05-04 10:41:39.656087
7,9,2020-05-03T00:00:00Z,03,05,2020,2020-05-04 10:41:39.656087
9,14,2020-05-04T00:00:00Z,04,05,2020,2020-05-04 10:41:39.656087
