uniques,count,timestamp,day,mo,yr,collection_timestamp
80,191,2020-02-18T00:00:00Z,18,02,2020,2020-03-02 16:03:02.573243
104,255,2020-02-19T00:00:00Z,19,02,2020,2020-03-02 16:03:02.573243
79,316,2020-02-20T00:00:00Z,20,02,2020,2020-03-02 16:03:02.573243
83,373,2020-02-21T00:00:00Z,21,02,2020,2020-03-02 16:03:02.573243
39,174,2020-02-22T00:00:00Z,22,02,2020,2020-03-02 16:03:02.573243
48,232,2020-02-23T00:00:00Z,23,02,2020,2020-03-02 16:03:02.573243
76,240,2020-02-24T00:00:00Z,24,02,2020,2020-03-02 16:03:02.573243
81,270,2020-02-25T00:00:00Z,25,02,2020,2020-03-02 16:03:02.573243
86,257,2020-02-26T00:00:00Z,26,02,2020,2020-03-02 16:03:02.573243
86,284,2020-02-27T00:00:00Z,27,02,2020,2020-03-02 16:03:02.573243
62,165,2020-02-28T00:00:00Z,28,02,2020,2020-03-02 16:03:02.573243
47,125,2020-02-29T00:00:00Z,29,02,2020,2020-03-02 16:03:02.573243
44,120,2020-03-01T00:00:00Z,01,03,2020,2020-03-02 16:03:02.573243
70,211,2020-03-02T00:00:00Z,02,03,2020,2020-03-02 16:03:02.573243
