timestamp,count,uniques,day,mo,yr,collection_timestamp,yr_mo_day
2019-07-27T00:00:00Z,80,25,27,7,2019,2019-10-26 23:31:03.990125,2019-07-27
2019-07-28T00:00:00Z,80,35,28,7,2019,2019-10-26 23:31:03.990125,2019-07-28
2019-07-29T00:00:00Z,170,56,29,7,2019,2019-10-26 23:31:03.990125,2019-07-29
2019-07-30T00:00:00Z,260,70,30,7,2019,2019-10-26 23:31:03.990125,2019-07-30
2019-07-31T00:00:00Z,270,50,31,7,2019,2019-10-26 23:31:03.990125,2019-07-31
2019-08-01T00:00:00Z,400,70,1,8,2019,2019-10-26 23:31:03.990125,2019-08-01
2019-08-02T00:00:00Z,260,50,2,8,2019,2019-10-26 23:31:03.990125,2019-08-02
2019-08-03T00:00:00Z,80,20,3,8,2019,2019-10-26 23:31:03.990125,2019-08-03
2019-08-04T00:00:00Z,70,19,4,8,2019,2019-10-26 23:31:03.990125,2019-08-04
2019-08-05T00:00:00Z,370,57,5,8,2019,2019-10-26 23:31:03.990125,2019-08-05
2019-08-06T00:00:00Z,450,58,6,8,2019,2019-10-26 23:31:03.990125,2019-08-06
2019-08-07T00:00:00Z,500,63,7,8,2019,2019-10-26 23:31:03.990125,2019-08-07
2019-08-08T00:00:00Z,450,72,8,8,2019,2019-10-26 23:31:03.990125,2019-08-08
2019-08-09T00:00:00Z,300,50,9,8,2019,2019-10-26 23:31:03.990125,2019-08-09
2019-08-10T00:00:00Z,240,40,10,8,2019,2019-10-26 23:31:03.990125,2019-08-10
2019-08-11T00:00:00Z,240,27,11,8,2019,2019-10-26 23:31:03.990125,2019-08-11
2019-08-12T00:00:00Z,350,63,12,8,2019,2019-10-26 23:31:03.990125,2019-08-12
2019-08-13T00:00:00Z,470,85,13,8,2019,2019-10-26 23:31:03.990125,2019-08-13
2019-08-14T00:00:00Z,350,57,14,8,2019,2019-10-26 23:31:03.990125,2019-08-14
2019-08-15T00:00:00Z,610,60,15,8,2019,2019-10-26 23:31:03.990125,2019-08-15
2019-08-16T00:00:00Z,400,72,16,8,2019,2019-10-26 23:31:03.990125,2019-08-16
2019-08-17T00:00:00Z,230,48,17,8,2019,2019-10-26 23:31:03.990125,2019-08-17
2019-08-18T00:00:00Z,180,32,18,8,2019,2019-10-26 23:31:03.990125,2019-08-18
2019-08-19T00:00:00Z,320,70,19,8,2019,2019-10-26 23:31:03.990125,2019-08-19
2019-08-20T00:00:00Z,340,65,20,8,2019,2019-10-26 23:31:03.990125,2019-08-20
2019-08-21T00:00:00Z,400,80,21,8,2019,2019-10-26 23:31:03.990125,2019-08-21
2019-08-22T00:00:00Z,320,65,22,8,2019,2019-10-26 23:31:03.990125,2019-08-22
2019-08-23T00:00:00Z,250,50,23,8,2019,2019-10-26 23:31:03.990125,2019-08-23
2019-08-24T00:00:00Z,160,35,24,8,2019,2019-10-26 23:31:03.990125,2019-08-24
2019-08-25T00:00:00Z,100,30,25,8,2019,2019-10-26 23:31:03.990125,2019-08-25
