uniques,count,timestamp,day,mo,yr,collection_timestamp
14,74,2020-03-23T00:00:00Z,23,03,2020,2020-04-06 08:24:15.572093
64,289,2020-03-24T00:00:00Z,24,03,2020,2020-04-06 08:24:15.572093
51,139,2020-03-25T00:00:00Z,25,03,2020,2020-04-06 08:24:15.572093
47,188,2020-03-26T00:00:00Z,26,03,2020,2020-04-06 08:24:15.572093
43,103,2020-03-27T00:00:00Z,27,03,2020,2020-04-06 08:24:15.572093
33,131,2020-03-28T00:00:00Z,28,03,2020,2020-04-06 08:24:15.572093
33,112,2020-03-29T00:00:00Z,29,03,2020,2020-04-06 08:24:15.572093
47,95,2020-03-30T00:00:00Z,30,03,2020,2020-04-06 08:24:15.572093
41,114,2020-03-31T00:00:00Z,31,03,2020,2020-04-06 08:24:15.572093
44,184,2020-04-01T00:00:00Z,01,04,2020,2020-04-06 08:24:15.572093
46,92,2020-04-02T00:00:00Z,02,04,2020,2020-04-06 08:24:15.572093
44,139,2020-04-03T00:00:00Z,03,04,2020,2020-04-06 08:24:15.572093
32,81,2020-04-04T00:00:00Z,04,04,2020,2020-04-06 08:24:15.572093
28,46,2020-04-05T00:00:00Z,05,04,2020,2020-04-06 08:24:15.572093
33,143,2020-04-06T00:00:00Z,06,04,2020,2020-04-06 08:24:15.572093
