uniques,count,timestamp,day,mo,yr,collection_timestamp
18,70,2020-01-20T00:00:00Z,20,01,2020,2020-02-03 10:15:38.945113
69,281,2020-01-21T00:00:00Z,21,01,2020,2020-02-03 10:15:38.945113
71,316,2020-01-22T00:00:00Z,22,01,2020,2020-02-03 10:15:38.945113
77,232,2020-01-23T00:00:00Z,23,01,2020,2020-02-03 10:15:38.945113
58,96,2020-01-24T00:00:00Z,24,01,2020,2020-02-03 10:15:38.945113
28,70,2020-01-25T00:00:00Z,25,01,2020,2020-02-03 10:15:38.945113
35,91,2020-01-26T00:00:00Z,26,01,2020,2020-02-03 10:15:38.945113
70,210,2020-01-27T00:00:00Z,27,01,2020,2020-02-03 10:15:38.945113
74,239,2020-01-28T00:00:00Z,28,01,2020,2020-02-03 10:15:38.945113
70,194,2020-01-29T00:00:00Z,29,01,2020,2020-02-03 10:15:38.945113
79,272,2020-01-30T00:00:00Z,30,01,2020,2020-02-03 10:15:38.945113
83,257,2020-01-31T00:00:00Z,31,01,2020,2020-02-03 10:15:38.945113
44,206,2020-02-01T00:00:00Z,01,02,2020,2020-02-03 10:15:38.945113
41,143,2020-02-02T00:00:00Z,02,02,2020,2020-02-03 10:15:38.945113
56,279,2020-02-03T00:00:00Z,03,02,2020,2020-02-03 10:15:38.945113
