uniques,count,timestamp,day,mo,yr,collection_timestamp
1,1,2020-03-30T00:00:00Z,30,03,2020,2020-04-13 10:06:48.002449
13,14,2020-03-31T00:00:00Z,31,03,2020,2020-04-13 10:06:48.002449
8,10,2020-04-01T00:00:00Z,01,04,2020,2020-04-13 10:06:48.002449
12,13,2020-04-02T00:00:00Z,02,04,2020,2020-04-13 10:06:48.002449
11,11,2020-04-03T00:00:00Z,03,04,2020,2020-04-13 10:06:48.002449
13,16,2020-04-04T00:00:00Z,04,04,2020,2020-04-13 10:06:48.002449
8,9,2020-04-05T00:00:00Z,05,04,2020,2020-04-13 10:06:48.002449
5,5,2020-04-06T00:00:00Z,06,04,2020,2020-04-13 10:06:48.002449
8,10,2020-04-07T00:00:00Z,07,04,2020,2020-04-13 10:06:48.002449
14,14,2020-04-08T00:00:00Z,08,04,2020,2020-04-13 10:06:48.002449
11,14,2020-04-09T00:00:00Z,09,04,2020,2020-04-13 10:06:48.002449
13,17,2020-04-10T00:00:00Z,10,04,2020,2020-04-13 10:06:48.002449
10,13,2020-04-11T00:00:00Z,11,04,2020,2020-04-13 10:06:48.002449
7,8,2020-04-12T00:00:00Z,12,04,2020,2020-04-13 10:06:48.002449
9,13,2020-04-13T00:00:00Z,13,04,2020,2020-04-13 10:06:48.002449
