uniques,count,timestamp,day,mo,yr,collection_timestamp
10,18,2020-03-13T00:00:00Z,13,03,2020,2020-03-27 12:08:57.339408
32,93,2020-03-14T00:00:00Z,14,03,2020,2020-03-27 12:08:57.339408
25,70,2020-03-15T00:00:00Z,15,03,2020,2020-03-27 12:08:57.339408
85,241,2020-03-16T00:00:00Z,16,03,2020,2020-03-27 12:08:57.339408
72,170,2020-03-17T00:00:00Z,17,03,2020,2020-03-27 12:08:57.339408
44,93,2020-03-18T00:00:00Z,18,03,2020,2020-03-27 12:08:57.339408
68,220,2020-03-19T00:00:00Z,19,03,2020,2020-03-27 12:08:57.339408
65,194,2020-03-20T00:00:00Z,20,03,2020,2020-03-27 12:08:57.339408
42,157,2020-03-21T00:00:00Z,21,03,2020,2020-03-27 12:08:57.339408
29,75,2020-03-22T00:00:00Z,22,03,2020,2020-03-27 12:08:57.339408
55,154,2020-03-23T00:00:00Z,23,03,2020,2020-03-27 12:08:57.339408
64,289,2020-03-24T00:00:00Z,24,03,2020,2020-03-27 12:08:57.339408
51,139,2020-03-25T00:00:00Z,25,03,2020,2020-03-27 12:08:57.339408
47,188,2020-03-26T00:00:00Z,26,03,2020,2020-03-27 12:08:57.339408
31,75,2020-03-27T00:00:00Z,27,03,2020,2020-03-27 12:08:57.339408
