uniques,count,timestamp,day,mo,yr,collection_timestamp
5,9,2020-01-24T00:00:00Z,24,01,2020,2020-02-07 15:58:48.421480
28,70,2020-01-25T00:00:00Z,25,01,2020,2020-02-07 15:58:48.421480
35,91,2020-01-26T00:00:00Z,26,01,2020,2020-02-07 15:58:48.421480
70,210,2020-01-27T00:00:00Z,27,01,2020,2020-02-07 15:58:48.421480
74,239,2020-01-28T00:00:00Z,28,01,2020,2020-02-07 15:58:48.421480
70,194,2020-01-29T00:00:00Z,29,01,2020,2020-02-07 15:58:48.421480
79,272,2020-01-30T00:00:00Z,30,01,2020,2020-02-07 15:58:48.421480
83,257,2020-01-31T00:00:00Z,31,01,2020,2020-02-07 15:58:48.421480
44,206,2020-02-01T00:00:00Z,01,02,2020,2020-02-07 15:58:48.421480
41,143,2020-02-02T00:00:00Z,02,02,2020,2020-02-07 15:58:48.421480
78,355,2020-02-03T00:00:00Z,03,02,2020,2020-02-07 15:58:48.421480
83,365,2020-02-04T00:00:00Z,04,02,2020,2020-02-07 15:58:48.421480
85,259,2020-02-05T00:00:00Z,05,02,2020,2020-02-07 15:58:48.421480
70,259,2020-02-06T00:00:00Z,06,02,2020,2020-02-07 15:58:48.421480
71,249,2020-02-07T00:00:00Z,07,02,2020,2020-02-07 15:58:48.421480
