uniques,count,timestamp,day,mo,yr,collection_timestamp
14,46,2020-03-09T00:00:00Z,09,03,2020,2020-03-23 10:31:34.789293
79,246,2020-03-10T00:00:00Z,10,03,2020,2020-03-23 10:31:34.789293
64,140,2020-03-11T00:00:00Z,11,03,2020,2020-03-23 10:31:34.789293
79,329,2020-03-12T00:00:00Z,12,03,2020,2020-03-23 10:31:34.789293
68,166,2020-03-13T00:00:00Z,13,03,2020,2020-03-23 10:31:34.789293
32,93,2020-03-14T00:00:00Z,14,03,2020,2020-03-23 10:31:34.789293
25,70,2020-03-15T00:00:00Z,15,03,2020,2020-03-23 10:31:34.789293
85,241,2020-03-16T00:00:00Z,16,03,2020,2020-03-23 10:31:34.789293
72,170,2020-03-17T00:00:00Z,17,03,2020,2020-03-23 10:31:34.789293
44,93,2020-03-18T00:00:00Z,18,03,2020,2020-03-23 10:31:34.789293
68,220,2020-03-19T00:00:00Z,19,03,2020,2020-03-23 10:31:34.789293
65,194,2020-03-20T00:00:00Z,20,03,2020,2020-03-23 10:31:34.789293
42,157,2020-03-21T00:00:00Z,21,03,2020,2020-03-23 10:31:34.789293
29,75,2020-03-22T00:00:00Z,22,03,2020,2020-03-23 10:31:34.789293
45,95,2020-03-23T00:00:00Z,23,03,2020,2020-03-23 10:31:34.789293
