uniques,count,timestamp,day,mo,yr,collection_timestamp
5,15,2020-03-30T00:00:00Z,30,03,2020,2020-04-13 10:06:47.099470
41,114,2020-03-31T00:00:00Z,31,03,2020,2020-04-13 10:06:47.099470
44,184,2020-04-01T00:00:00Z,01,04,2020,2020-04-13 10:06:47.099470
46,92,2020-04-02T00:00:00Z,02,04,2020,2020-04-13 10:06:47.099470
44,139,2020-04-03T00:00:00Z,03,04,2020,2020-04-13 10:06:47.099470
32,81,2020-04-04T00:00:00Z,04,04,2020,2020-04-13 10:06:47.099470
28,46,2020-04-05T00:00:00Z,05,04,2020,2020-04-13 10:06:47.099470
51,199,2020-04-06T00:00:00Z,06,04,2020,2020-04-13 10:06:47.099470
47,205,2020-04-07T00:00:00Z,07,04,2020,2020-04-13 10:06:47.099470
52,105,2020-04-08T00:00:00Z,08,04,2020,2020-04-13 10:06:47.099470
42,151,2020-04-09T00:00:00Z,09,04,2020,2020-04-13 10:06:47.099470
54,153,2020-04-10T00:00:00Z,10,04,2020,2020-04-13 10:06:47.099470
40,85,2020-04-11T00:00:00Z,11,04,2020,2020-04-13 10:06:47.099470
37,91,2020-04-12T00:00:00Z,12,04,2020,2020-04-13 10:06:47.099470
40,121,2020-04-13T00:00:00Z,13,04,2020,2020-04-13 10:06:47.099470
