uniques,count,timestamp,day,mo,yr,collection_timestamp
30,116,2020-01-13T00:00:00Z,13,01,2020,2020-01-27 08:58:35.453945
80,281,2020-01-14T00:00:00Z,14,01,2020,2020-01-27 08:58:35.453945
79,230,2020-01-15T00:00:00Z,15,01,2020,2020-01-27 08:58:35.453945
90,304,2020-01-16T00:00:00Z,16,01,2020,2020-01-27 08:58:35.453945
83,286,2020-01-17T00:00:00Z,17,01,2020,2020-01-27 08:58:35.453945
30,69,2020-01-18T00:00:00Z,18,01,2020,2020-01-27 08:58:35.453945
40,115,2020-01-19T00:00:00Z,19,01,2020,2020-01-27 08:58:35.453945
67,239,2020-01-20T00:00:00Z,20,01,2020,2020-01-27 08:58:35.453945
69,281,2020-01-21T00:00:00Z,21,01,2020,2020-01-27 08:58:35.453945
71,316,2020-01-22T00:00:00Z,22,01,2020,2020-01-27 08:58:35.453945
77,232,2020-01-23T00:00:00Z,23,01,2020,2020-01-27 08:58:35.453945
58,96,2020-01-24T00:00:00Z,24,01,2020,2020-01-27 08:58:35.453945
28,70,2020-01-25T00:00:00Z,25,01,2020,2020-01-27 08:58:35.453945
35,91,2020-01-26T00:00:00Z,26,01,2020,2020-01-27 08:58:35.453945
48,147,2020-01-27T00:00:00Z,27,01,2020,2020-01-27 08:58:35.453945
