uniques,count,timestamp,day,mo,yr,collection_timestamp
70,259,2020-02-06T00:00:00Z,06,02,2020,2020-02-19 16:29:59.439289
78,268,2020-02-07T00:00:00Z,07,02,2020,2020-02-19 16:29:59.439289
48,117,2020-02-08T00:00:00Z,08,02,2020,2020-02-19 16:29:59.439289
47,168,2020-02-09T00:00:00Z,09,02,2020,2020-02-19 16:29:59.439289
98,364,2020-02-10T00:00:00Z,10,02,2020,2020-02-19 16:29:59.439289
92,346,2020-02-11T00:00:00Z,11,02,2020,2020-02-19 16:29:59.439289
87,309,2020-02-12T00:00:00Z,12,02,2020,2020-02-19 16:29:59.439289
85,313,2020-02-13T00:00:00Z,13,02,2020,2020-02-19 16:29:59.439289
72,223,2020-02-14T00:00:00Z,14,02,2020,2020-02-19 16:29:59.439289
44,133,2020-02-15T00:00:00Z,15,02,2020,2020-02-19 16:29:59.439289
41,147,2020-02-16T00:00:00Z,16,02,2020,2020-02-19 16:29:59.439289
99,351,2020-02-17T00:00:00Z,17,02,2020,2020-02-19 16:29:59.439289
80,191,2020-02-18T00:00:00Z,18,02,2020,2020-02-19 16:29:59.439289
102,252,2020-02-19T00:00:00Z,19,02,2020,2020-02-19 16:29:59.439289
